"datos_año","distrito_nombre","inmuebles_barrio","año_cons_medio","val_cat_barrio"
2017,"Hortaleza",2626,1992,683198727.93
2017,"Hortaleza",5298,1993,2060679542.33
2017,"Hortaleza",18055,1978,2225030063.21
2017,"Hortaleza",23976,1974,2400642602.54
2017,"Hortaleza",6470,1976,766446059.36
2017,"Hortaleza",22874,2004,4099466295.23
2017,"Villaverde",18043,1976,1074743080.04
2017,"Villaverde",5647,1965,158414230.89
2017,"Villaverde",7542,1996,563267639.2
2017,"Villaverde",14409,1980,927342926.74
2017,"Villaverde",13012,1970,866259565.27
2017,"Villa de Vallecas",14906,1980,908230614.59
2017,"Villa de Vallecas",9574,1980,631269234.86
2017,"Villa de Vallecas",22733,2009,2268326589.07
2017,"Vicálvaro",19897,1993,1743565877.61
2017,"Vicálvaro",8266,1970,446409650.61
2017,"San Blas",12373,1975,972222520.66
2017,"San Blas",4116,1970,256466657.74
2017,"San Blas",3796,1964,180152316.82
2017,"San Blas",9857,1976,762073635.47
2017,"San Blas",12005,1993,1413509352.39
2017,"San Blas",6727,1991,685263499.39
2017,"San Blas",12274,1974,920832293.64
2017,"San Blas",4874,1982,731028548.26
2017,"Barajas",8014,1981,1108299077.86
2017,"Barajas",579,1962,30458835.07
2017,"Barajas",3672,1981,412786636.07
2017,"Barajas",5214,1996,646359673.32
2017,"Barajas",3019,1999,547746951.68
